name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
El Potrero,https://www.coffeereview.com/review/el-potrero/,93,El Gran Cafe,"Antigua, Guatemala","Alotenango, Sacatepequez, Guatemala",Medium-Light,8,23-Aug,9,9,8,9,8,,"Bright, richly sweet-tart. Cocoa nib, nectarine, narcissus, almond, brown sugar in aroma and cup. High-toned, juicy acidity; crisp, satiny mouthfeel. The finish centers around notes of cocoa nib and nectarine.","Produced by Josué Morales of Finca El Potrero from trees of the Sarchimor and Anacafé 14 varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA Organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://El Gran.cafe for more information.","A juicy-sweet, balanced Guatemala characterized by bright stone fruit and cocoa nib, along with sweet-spicy florals.Explore Similar CoffeesClick here for more reviews from El Gran CafeClick here for more information about coffees from GuatemalaVisit El Gran Cafe ",10.3113166,-85.7715578,14.4862632,-90.8045297,Single Origin
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-27/,92,Muka Coffee,"Pingtung, Taiwan",Ethiopia; Guatemala; Colombia; Brazil,Medium-Light,7.92,22-Sep,8,,9,8,8,9,"Evaluated as espresso. Crisply sweet, fruit-toned. Pomegranate, baking chocolate, freesia-like flowers, fresh-cut fir, orange zest in aroma and small cup. Syrupy-smooth mouthfeel; deeply sweet floral- and citrus-toned finish. In three parts milk, crisp chocolate notes are amplified, supported by pomegranate and fir.","A blend of four coffees: washed Ethiopia, Guatemala and Colombia, and a semi-washed Brazil, roasted for espresso applications. Muka Coffee, based in Pingtung Changzhi Taiwan, specializes in high-quality roasted coffees. Visit facebook.com/coffeemuka for more information.","A deep-toned, deftly medium-roasted espresso blend, with spice-toned flowers and citrus zest as primary notes, supported by a crisply chocolaty sweetness.Explore Similar CoffeesClick here for more reviews from Muka Coffee ",22.6627972,120.4915507,-34.6864796,-58.5811803,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-24/,92,LECO Coffee,"Kaohsiung, Taiwan",Guatemala; Ethiopia,Medium-Light,7.92,21-Dec,9,,8,8,8,9,"Evaluated as espresso. Delicately bright, subtly intricate. Meyer lemon zest, narcissus, mango, dark chocolate, fresh-cut fir in aroma and small cup. Gently fruit-","An espresso blend comprised of a wet-processed Guatemala and a natural-processed Ethiopia. Based in Kaohsiung, Taiwan, LECO Coffee, roasts a wide range of coffees while adhering to the core principles of quality, professionalism and sustainable management. Visit https://www.facebook.com/Lecocoffee for more information.",A delicately fruit-centered espresso blend with a pleasing dark chocolate throughline.Explore Similar CoffeesClick here for more reviews from LECO Coffee ,22.6203348,120.3120375,,,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-29/,93,Raccoon Coffee Roaster,"Taipei, Taiwan",Kenya; Brazil; Mexico; Indonesia,Medium-Light,7.92,24-Jul,8,,9,9,8,9,"Evaluated as espresso. Sweetly nut-toned, delicately early. Roasted almond, date, baking chocolate, tamarind, fresh humus in aroma and small cup. Creamy-smooth mouthfeel; crisply sweet, almondy finish. In three parts milk, date and tamarind notes take center stage, supported by baking chocolate.","Founded by a barista with a Ph.D. in Design, Raccoon Coffee is a specialty roaster whose green coffee selections come from “a rich tapestry of memory.” Visit www.raccoonroaster.com for more information.","In the straight shot, this espresso blend leans on sweet nut aromas and flavors, while in cappuccino format, it’s more chocolaty and fruit-driven.Explore Similar CoffeesClick here for more reviews from Raccoon Coffee Roaster ",25.0375198,121.5636796,0.505175,123.063317,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-21/,94,Queen Coffee,"New Taipei City, Taiwan",Not disclosed,Medium,7.92,21-Aug,9,,9,9,8,9,"Evaluated as espresso. Crisply sweet, cocoa-driven. Cocoa nib, tangerine zest, pipe tobacco, alyssum, maple syrup in aroma and small cup. Richly smooth, satiny mouthfeel; crisp, cocoa-toned finish with undertones of pipe tobacco. In three parts milk, complex and floral — think cocoa nib with edible flowers.",Queen Coffee (EMPRESS COFFEE 女皇咖啡 ) is a specialty coffee roaster that provides fresh-roasted coffee. Visit https://bit.ly/3scud1H for more information.,"A deftly roasted, cocoa-driven espresso blend that manages to highlight deep tobacco as well as high-toned citrus and floral notes.Explore Similar CoffeesClick here for more reviews from Queen Coffee ",25.0357722,121.4502478,49.823636,19.04554,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-22/,92,Warm Air Kafe,"Taoyuan City, Taiwan",Ethiopia; El Salvador; Costa Rica,Medium,7.92,21-Aug,8,,8,9,8,9,"Evaluated as espresso. Crisply sweet-tart, fruit-toned. Dried raspberry, baking chocolate, Brazil nut, fir, molasses in aroma and small cup. Velvety-smooth mouthfeel; crisp, chocolaty finish. In three parts milk, chocolate and dried fruit notes come forward; nut and aromatic wood suggestions recede.","A blend of two Ethiopia, one El Salvador, and one Costa Rica coffee, roasted for espresso applications. Warm Air Kafe is a Taiwan-based specialty roaster and cafe in Taoyuan City. Visit https://m.facebook.com/warmair2021/ for more information.","A berry-toned, crisply chocolaty espresso blend, particularly appealing in cappuccino-scaled milk.Explore Similar CoffeesClick here for more reviews from Warm Air Kafe ",24.9929995,121.3010003,10.23333,-83.9,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-23/,92,Luv Moshi,"Tainan City, Taiwan",Not disclosed,Medium,7.92,21-Dec,9,,8,9,7,9,"Evaluated as espresso. Chocolaty, deep-toned. Dark chocolate, hazelnut, pomegranate, grapefruit zest, fresh-cut oak in aroma and small cup. Crisp, satiny mouthfeel; sweet, wood-framed finish. In three parts milk, dark chocolate and hazelnut notes are supported by undertones of oak.",Luv Moshi is a Taiwan-based specialty coffee roaster. Visit https://www.facebook.com/luvMoshi for more information.,An espresso blend with leading notes of dark chocolate and rich aromatic wood that show particularly well in milk.Explore Similar CoffeesClick here for more reviews from Luv Moshi ,22.99212565,120.1852496,49.823636,19.04554,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-20/,93,Souvenir Coffee,"Berkeley, California",Brazil; East Timor,Medium,7.92,20-Dec,9,,8,9,8,9,"Evaluated as espresso. Crisply sweet, chocolaty and nut-toned. Baking chocolate, raisin, hazelnut, fresh-cut fir, molasses in aroma and small cup. Crisp, velvety mouthfeel; richly drying, wood-framed finish. Nutella-like in three parts milk.","A blend of 75% Brazil and 25% East Timor coffees roasted for espresso. Souvenir Coffee, based in Berkeley, California goes by the motto, “People first, then coffee.” Visit www.souvenir-coffee.com for more information.","A friendly espresso blend, chocolaty and nutty with deep sweetness throughout. Especially appealing in cappuccino-scaled milk.Explore Similar CoffeesClick here for more reviews from Souvenir CoffeeVisit Souvenir Coffee ",37.8708393,-122.272863,-8.801828,125.866054,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-28/,90,Moye Forest Coffee,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Medium-Light,7.92,23-Nov,8,,8,8,8,8,"Evaluated as espresso. Sweet-toned, crisply chocolaty. Baking chocolate, caramel, date, almond, fir in aroma and small cup. Satiny mouthfeel; chocolaty, nut-toned finish. In cappuccino-scaled milk, chocolate and nut tones preside.","A blend of three coffees — a washed Kenya, a natural-processed Ethiopia and a natural-processed Brazil — roasted for espresso applications. Moye Forest is a specialty coffee roaster in Taoyuan, Taiwan. Visit www.moyeforest.com for more information. ","A friendly, familiar, crisply chocolaty and nutty espresso blend, especially rich in cappuccino format.Explore Similar CoffeesClick here for more reviews from Moye Forest Coffee ",24.9929995,121.3010003,34.0265,-90.28065,Blend
Espresso Blend,https://www.coffeereview.com/review/espresso-blend-25/,92,Ba Yang Coffee,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Medium,7.92,22-Mar,8,,9,9,7,9,"Evaluated as espresso. Chocolaty and nut-toned. Baking chocolate, cashew, date, cedar, marjoram in aroma and small cup. Creamy mouthfeel; crisp finish with undertones of fresh-cut fir. In three parts milk, chocolate and sweet nut pleasingly dominate.","A blend of coffees from India, Brazil, Ethiopia, Indonesia and Colombia, roasted for espresso brewing. Ba Yang Coffee is a specialty roaster based in New Taipei City, Taiwan.  Visit www.ruten.com.tw/store/kiki9i/ for more information.","A friendly, accessible, richly chocolate-driven espresso blend with nut and rich aromatic wood notes throughout.Explore Similar CoffeesClick here for more reviews from Ba Yang Coffee ",25.095451,121.524649,4.6833333,-75.6666667,Blend
Ethiopia Gediyo Kochere Shifo Washed G1,https://www.coffeereview.com/review/ethiopia-gediyo-kochere-shifo-washed-g1/,92,Ba Yang Coffee,"New Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,7.67,22-Mar,8,9,8,9,8,,"Spice-toned, floral. Lavender, almond, apricot, fresh-cut fir, brown sugar in aroma and cup. Crisply sweet structure with brisk acidity; velvety mouthfeel. Wood-framed finish with undertones of lavender and almond.","Yirgacheffe coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. A wet-processed or “washed” version (fruit skin and pulp are removed before drying). Ba Yang Coffee is a specialty roaster based in New Taipei City, Taiwan.  Visit www.ruten.com.tw/store/kiki9i/ for more information.","A floral-driven, spice-toned washed Ethiopia cup with rich aromatic wood notes.Explore Similar CoffeesClick here for more reviews from Ba Yang CoffeeClick here for more information about coffees from Ethiopia ",25.095451,121.524649,6.1629,38.2281,Single Origin
Manhattan Henge Espresso,https://www.coffeereview.com/review/manhattan-henge-espresso/,91,Buon Caffe,"Taipei, Taiwan",Colombia; Brazil; Nicaragua; Mexico,Medium,7.66,24-Jul,8,,9,8,7,9,"Evaluated as espresso. Sweetly nut-toned. Cashew butter, cocoa powder, date, freesia, fir in aroma and small cup. Viscous, syrupy mouthfeel; gently drying, cocoa-toned finish. In cappuccino format, chocolate and cashew notes are amplified, while florals recede.","A blend of coffees from Colombia (washed), Brazil (natural), Nicaragua (washed) and Mexico (washed), roasted for espresso applications. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. ","A richly nutty, deeply cocoa-toned espresso, especially appealing in milk-based drinks.Explore Similar CoffeesClick here for more reviews from Buon CaffeVisit Buon Caffe ",25.0375198,121.5636796,20.535667,-97.46913,Blend
COLLIE Espresso Blend,https://www.coffeereview.com/review/collie-espresso-blend/,92,Buon Caffe,"Taipei, Taiwan",Guatemala; Colombia; Brazil,Medium-Light,7.63,24-Feb,9,,8,8,9,8,"Evaluated as espresso. Deeply sweet, gently herbaceous. Golden raisin, oregano, molasses, oak, onion blossom in aroma and small cup. Lightly satiny mouthfeel; quietly sweet, herbaceous finish. In cappuccino format, balanced and delicately sweet-savory.","A blend of coffees from Guatemala, Colombia and Brazil, roasted for espresso applications. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. ",A savory impulse punctuates this otherwise sweet dried fruit- and herb-toned espresso blend.Explore Similar CoffeesClick here for more reviews from Buon CaffeVisit Buon Caffe ,25.0375198,121.5636796,12.64933,-86.2379,Blend
