Blend/Single Origin,Country of Origin,Country of Origin Mod,Desc 1,Desc 2,Desc 3,location City,Location Country,Location State,Name,Origin,Review Date,Roast,Roaster,Slug,Acid,Aftertaste,Aroma,Body,Cost 12Oz,Flavor,Latitude,Location Latitude,Location Longitude,Longitude,Origin Latitude,Origin Longitude,Rating,Selected Measure,With Milk
Single Origin,Ethiopia,Ethiopia,"Delicate, richly aromatic, complex. Tangerine zest, cocoa nib, guava, marjoram, jasmine in aroma and cup. Sweet-tart structure with zesty-bright acidity; silky, vibrant mouthfeel. The finish leads with notes of guava and tangerine zest, rounding to cocoa and marjoram in the long.","Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A nuanced, multi-layered washed Guji cup with deep aromatics that lean toward citrus and sweet herbs, balanced and deepened by cocoa tones throughout. Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EthiopiaVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Gigesa Ethiopia,"Guji Zone, Oromia Region, Ethiopia",21-Aug,Light,JBC Coffee Roasters,https://www.coffeereview.com/review/gigesa-ethiopia/,9,8,9,9,19,9,43.074761,43.074761,-89.3837613,-89.3837613,5.521122,39.165001,88,88,
Single Origin,Guatemala,Guatemala,"Floral-toned, delicately complex. Lilac, amber, apricot, caramel, a hint of thyme in aroma and cup. Sweetly tart structure with bright acidity; silky, viscous mouthfeel. The finish consolidates to notes of amber and caramel, supported by sweet thyme.",Produced entirely of the celebrated Geisha (also spelled “Gesha”) variety of Arabica and processed by the washed method. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.,"An impressive representation of the Geisha variety grown in Guatemala: delicate, floral, subtly layered.Explore Similar CoffeesClick here for more reviews from Jaunt Coffee RoastersClick here for more information about coffees from GuatemalaVisit Jaunt Coffee Roasters ",SanDiego,USA,California,Guatemala Acatenango Gesha,"Acatenango, Guatemala",21-Dec,Light,Jaunt Coffee Roasters,https://www.coffeereview.com/review/guatemala-acatenango-gesha-6/,9,8,9,9,57.55,9,32.7174202,32.7174202,-117.162772,-117.162772,14.5538872,-90.9423053,88,88,
Single Origin,Guatemala,Guatemala,"Richly sweet, balanced, deep. Dark chocolate, yellow plum, agave syrup, lemon verbena, amber in aroma and cup. Delicately bright acidity; full, syrupy-smooth mouthfeel. Flavor-saturated finish centers around notes of dark chocolate and amber.","Produced by Edward Martinez of Finca Vista Hermosa, from trees of the Caturra, Catuai and Bourbon varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Imported by Onyx Coffee. Torque Coffee Roasters has a unique business model that promises 20 percent of the retail value of each coffee to its producer. Visit www.torquecoffees.com for more information.","A pretty, deep-toned Guatemala cup with leading notes of stone fruit and dark chocolate — balanced, juicy, richly sweet.Explore Similar CoffeesClick here for more reviews from Torque Coffee RoastersClick here for more information about coffees from GuatemalaVisit Torque Coffee Roasters ",SanDiego,USA,California,Finca Vista Hermosa Edwin’s Reserve Guatemala,"Huehuetenango, Guatemala",24-Mar,Light,Torque Coffee Roasters,https://www.coffeereview.com/review/finca-vista-hermosa-edwins-reserve-guatemala/,9,8,9,9,21.34,9,32.7174202,32.7174202,-117.162772,-117.162772,15.3184301,-91.4723295,88,88,
Single Origin,Guatemala,Guatemala,"Citrusy, exceptionally sweet. Magrut lime, black cherry, watermelon candy, tarragon, sasparilla in aroma and cup. Bright, juicy acidity; very full, satiny-smooth mouthfeel. Resonant finish that leads with notes of magrut lime and watermelon candy with undertones of tarragon.","Produced by Denis Villatoro of Finca La Esperanza, entirely of the Bourbon variety of Arabica, and processed by the anaerobic natural method, in which whole fruit is fermented with limited oxygen before being dried. Intuition Coffee is a specialty roaster and cafe based in Peoria, Illinois. Visit www.intuitioncoffee.com for more information.","An intriguingly complex, richly fruit-forward Guatemala anaerobic centered around citrus and candy notes, with ballast from distinct herb impulses.Explore Similar CoffeesClick here for more reviews from Intuition CoffeeClick here for more information about coffees from GuatemalaVisit Intuition Coffee ",Peoria,USA,Illinois,Guatemala La Esperanza Anaerobic,"Hoja Blanca, Huehuetenango, Guatemala",24-Feb,Light,Intuition Coffee,https://www.coffeereview.com/review/guatemala-la-esperanza-anaerobic/,9,8,9,9,24,9,40.6938609,40.6938609,-89.5891008,-89.5891008,15.5601594,-92.0210016,88,88,
Single Origin,Indonesia,Indonesia,"Gently fruit-toned, complex, multi-layered. Wild strawberry, honey, sandalwood, jasmine, fresh leather in aroma and cup. Sweetly tart structure with balanced, juicy acidity; very full, syrupy mouthfeel. The crisp finish centers on notes of strawberry and sandalwood with honey undertones.
","Produced by smallholding farmers of the Bourbon, Catimor and Typica varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com. ","A natural-processed Sumatra that is much more fruit-forward than coffees processed by the typical Sumatra wet-hulled method: juicy, gently bright, nuanced.Explore Similar CoffeesClick here for more reviews from Coffee By DesignClick here for more information about coffees from Sumatra ",Portland,USA,Maine,Sumatra Takengon Gayo Natural,"Aceh Province, Sumatra, Indonesia",22-Aug,Light,Coffee By Design,https://www.coffeereview.com/review/sumatra-takengon-gayo-natural/,9,8,9,9,16.12,9,43.6573605,43.6573605,-70.2586618,-70.2586618,-0.0049815,103.424872,88,88,
Single Origin,Indonesia,Indonesia,"Sweetly herbaceous, deeply rich. Dark chocolate, pomegranate, lemongrass, cedar, magnolia in aroma and cup. Balanced, even-keeled acidity; very full, satiny-smooth mouthfeel. Chocolaty finish supported by pomegranate undertones.","Produced by smallholding farmers, from trees of the Ateng, Bor Bor, Catimor and Timor varieties of Arabica, and processed at Iwannitosa Putra’s Putra Gayo wet mill by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","Tart fruit, rich chocolate, and sweet herb notes characterize this washed Sumatra.
",Madison,USA,Wisconsin,Putra Gayo Sumatra,"Aceh Province, Sumatra, Indonesia",24-Jun,Light,JBC Coffee Roasters,https://www.coffeereview.com/review/putra-gayo-sumatra-2/,9,8,9,9,23,9,43.074761,43.074761,-89.3837613,-89.3837613,-0.0049815,103.424872,88,88,
Single Origin,Kenya,Kenya,"Richly sweet-savory, spice-toned. Dried fig, pistachio, allspice, narcissus, salted caramel in aroma and cup. Vibrantly sweet-savory structure with juicy acidity; viscous, satiny mouthfeel. The resonant finish consolidates to notes of salted caramel and allspice.","Produced by smallholding members of the Gikanda Farmers Cooperative Society from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica, and processed by the washed method at the Gichathaini Factory. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. ","A complex, multi-layered Kenya cup with a trifecta of sweet, spice-toned and umami impulses.Explore Similar CoffeesClick here for more reviews from Temple CoffeeClick here for more information about coffees from KenyaVisit Temple Coffee ",Sacramento,USA,California,Kenya Gichathaini,"Mathira West District, Nyeri growing region, Kenya",23-Feb,Light,Temple Coffee,https://www.coffeereview.com/review/kenya-gichathaini-5/,9,8,9,9,26,9,38.5810606,38.5810606,-121.493895,-121.493895,,,88,88,
Single Origin,Kenya,Kenya,"Cocoa-toned, sweetly herbaceous. Cocoa nib, nectarine, lemon verbena, agave syrup, cedar in aroma and cup. Balanced, juicy acidity; silky-smooth mouthfeel. Citrusy finish supported by cocoa nib and cedar.","Produced by smallholding farmers of the Kimaratia Farmers Cooperative Society, from trees of the SL28, SL34 and Ruiri 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. ","This nuanced, harmonious Kenya leads with notes of cocoa nib and stone fruit, with ballast from sweet herb and rich aromatic wood.Explore Similar CoffeesClick here for more reviews from Utopian CoffeeClick here for more information about coffees from KenyaVisit Utopian Coffee ",FortWayne,USA,Indiana,Kenya Gachika,"Kiamworia, Kiambu County, Kenya",24-Mar,Light,Utopian Coffee,https://www.coffeereview.com/review/kenya-gachika/,9,8,9,9,21,9,41.0799898,41.0799898,-85.1386015,-85.1386015,-1,36.81667,88,88,
Single Origin,Kenya,Kenya,"Juicy, floral-toned, richly sweet-savory. Red currant, cocoa nib, star jasmine, pistachio, myrrh in aroma and cup. Sparkling (phosphoric) acidity; smooth, viscous mouthfeel. Quietly confident finish consolidates to notes of red currant and cocoa nib.
","Produced by smallholding farmers of the Gatirima Cooperative, entirely of the SL34 variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Little Waves Coffee is a Latina-owned, women-forward company that provides livable wages for its diverse team. Visit www.littlewaves.coffee for more information.","This single-variety (SL34) Kenya is balanced, juicy, and bright, with classic notes of currant and cocoa nib and exceptionally balanced acidity.
",Durham,USA,North Carolina,Kenya Gatirima AA,"Kibugu, Embu County, Kenya",24-Jun,Light,Little Waves Coffee,https://www.coffeereview.com/review/kenya-gatirima-aa/,9,8,9,9,23,9,35.996653,35.996653,-78.9018053,-78.9018053,-0.44462,37.43496,88,88,
Single Origin,Kenya,Kenya,"Juicy-bright, sweetly tart. Red plum, tamarind, almond, tangerine zest, agave syrup in aroma and cup. Citrusy, high-toned acidity; very full, satiny-smooth mouthfeel. Tangerine zest and agave syrup lead in the resonant finish.","Produced at Nyeri Hill Estate, from trees of the SL34, SL28 and Ruiru varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. ","A classic Kenya profile with notes of stone fruit and citrus front and center, as well as bright, balanced acidity — very sweet, elegantly tart.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from KenyaVisit Roadmap CoffeeWorks ",Lexington,USA,Virginia,Kenya Nyeri Hill,"Nyeri growing region, south-central Kenya",24-May,Light,Roadmap CoffeeWorks,https://www.coffeereview.com/review/kenya-nyeri-hill-2/,9,8,9,9,22,9,37.7840208,37.7840208,-79.4428157,-79.4428157,-0.440083,36.964036,88,88,
Single Origin,Mexico,Mexico,"High-toned, crisply sweet-tart. Lemongrass, cocoa nib, tea rose, magnolia, sandalwood in aroma and cup. Brightly sweet structure with juicy, sparkling acidity; plush, satiny mouthfeel. The resonant finish leads with notes of lemongrass and cocoa nib, with undertones of magnolia.","Produced by Gibran Leonardo Cervantes Covarrubias of Cafetal El Equimite entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Certified USDA Organic. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A particularly fine Mexico Geisha: elegantly spice-toned, richly floral, deeply sweet and complex.Explore Similar CoffeesClick here for more reviews from SkyTop CoffeeVisit SkyTop Coffee ",Manlius,USA,New York,Mexico Cup of Excellence #7,"Coatepec, Veracruz State, Mexico",22-Nov,Light,SkyTop Coffee,https://www.coffeereview.com/review/mexico-cup-of-excellence-7/,9,8,9,9,40,9,43.0020107,43.0020107,-75.9768632,-75.9768632,19.1860914,-99.0958357,88,88,
